id,population,coordinates_x,coordinates_y
0,1133.0358440300315,0.8800795927296973,0.5014303323891505
1,772.0275490433519,0.1077332046144338,0.296874261365533
2,520.9616735286994,0.6411399262412923,0.5369612407199504
3,390.2606563332526,0.7709469173444086,0.03793072121193504
4,347.78021312666505,0.48348242500850797,0.255831865679483
5,342.05013320416566,0.8590875311668736,0.480086918863405
6,330.84590699927344,0.5073967065556348,0.16234796312199037
7,329.94659723904095,0.6978098108804511,0.2859569778959119
8,325.6953257447324,0.82640311703465,0.4457994368958878
9,283.8669169290385,0.9293961787155428,0.5519289855679645
10,255.49146282392832,0.21742844641381284,0.2800351598407786
11,229.42691935093242,0.039711285360077384,0.7167544757187955
12,217.50387503027366,0.037652014473931225,0.41009755744013654
13,212.28663114555582,0.7207291833063626,0.553937119144666
14,194.96960523129087,0.13003271219518972,0.2570006864609688
15,180.25986921772827,0.5442257072015447,0.6341412281423007
16,176.07550254298863,0.7321419889848106,0.10663935348102234
17,174.17201501574232,0.3426723988248613,0.47245228099285
18,154.99533785420198,0.8796507226547576,0.5000563462577234
19,135.06430128360378,0.8822899231159231,0.503155586468205
20,127.62484863162993,0.1253047234742991,0.2914094024989059
21,127.51683216275127,0.8333813714119026,0.45824613479234655
22,127.40360862194235,0.16227783835591725,0.3627572072240605
23,125.62212400096875,0.03405784016168582,0.6519750707576809
24,124.07925647856624,0.4529388886187951,0.1523850093861887
25,122.5523129086946,0.5967093337407889,0.4374405031687207
26,114.92001695325744,0.05457588743115519,0.43529248412614996
27,110.34112375877936,0.7513838439260189,0.12165372681765961
28,108.870368127876,0.047972677329962486,0.39597534251915484
29,103.54159602809396,0.7454195981470034,0.5257517520549579
30,103.1282392831194,0.7750098970017292,0.49351281502094857
31,102.16220634536208,0.46636234833278917,0.1783291004560797
32,100.6715306369581,0.6963565143107171,0.4531543038347043
33,99.09875272463066,0.5218914732989309,0.45261341336667626
34,98.61382901428918,0.8793624941833409,0.5042000646133626
35,96.20737466698958,0.6678861393358937,0.47291856587908093
36,94.57550254298862,0.7227676183993944,0.47941857719314046
37,91.6034754177767,0.7601782849364159,0.3308850809672197
38,89.54153548074595,0.8432939999861093,0.3783062538969092
39,85.86867280213127,0.8810988102762128,0.5062734780741363
40,82.69478081860015,0.6362591417042289,0.5751002358477353
41,72.85238556551224,0.9235951466492571,0.5365167157950769
42,71.53644950351175,0.7455150955321115,0.17931762441488944
43,66.51283603778154,0.22018050742101516,0.5040228763565948
44,65.50635747154274,0.6567997610829054,0.360836113492789
45,65.13671591184305,0.8184282172200885,0.4030504385262325
