id,population,coordinates_x,coordinates_y
0,0.2496655690471288,0.5675364859261327,0.5790063732963684
1,1.56230705906565,0.5598198197917759,0.5831688804736451
2,0.708993620086437,0.5631857901705674,0.5982134954287452
3,0.4712903889689232,0.5783522994540068,0.5692761520091604
4,0.47514920765589586,0.5591026850412893,0.5913317648947335
5,0.14470570076147343,0.5762973921934984,0.5632013523805884
6,0.2964859024490633,0.5609837893452367,0.5617049953606816
7,0.08245009261164842,0.5540548132015919,0.5656813623376132
8,0.6284729368182748,0.5624204069246046,0.5691189534773134
9,0.6889277629141792,0.5524942893315504,0.5765088204844129
10,0.3304435068944224,0.5494204740914829,0.5845728343452302
11,0.14187590039102682,0.5699770650629693,0.568340842976405
12,0.4781076353159082,0.5683887932280519,0.6028445666022026
13,0.6575427042601353,0.5642185500967234,0.606705348801093
14,0.08553714756122652,0.6138039031445467,0.7061533883280315
15,0.11036221444741706,0.6056395030045562,0.7349827865999413
16,0.07254579131508535,0.5922857966481107,0.7002787955208091
17,0.12489709816834728,0.5982836016645221,0.6927383995004442
18,0.24902243259930004,0.5965991715038063,0.7399805398206217
19,0.0883669479316731,0.6038896839872037,0.7019090279681927
20,0.46833196130891086,0.6035817244746687,0.7502020823098309
21,0.17879193249639827,0.5945722154072657,0.7033008150210381
22,0.18522329697468598,0.5993496292557121,0.7480190478255395
23,0.2840090553611852,0.6111347701847338,0.7113392421833101
24,0.2917266927351304,0.6120693279634986,0.6983625417796868
25,0.06251286272895652,0.6089074372059535,0.7036195775878008
26,0.26703025313850565,0.6126304283891216,0.7131467221395968
27,0.21455031899567792,0.5964381926677085,0.7431835660129619
28,0.2517236056801809,0.6045250875474136,0.7236443018553377
29,0.15396686561020773,0.6380404974024366,0.7260696621813421
30,0.20155896274953677,0.6221762024375908,0.7184217454372112
31,0.16708684914591465,0.5935973113199303,0.7309808127137973
32,0.11949475200658562,0.6279446408346588,0.7045820901720913
33,0.13621629965013365,0.6142633814465692,0.7284976903147765
34,0.06148384441243049,0.6220294701155991,0.7251928023841394
35,0.11460691500308695,0.6362604959355229,0.7289719537177408
36,0.04399053303148792,0.5988716824140079,0.7029772827379649
37,0.08463675653426624,0.6336273969479977,0.7221025112664454
38,0.5291726692735126,0.5813079205556492,0.6747057593792053
39,1.4991510598888647,0.5999541917093147,0.6499949909365847
40,2.558139534883719,0.5798146104296553,0.6797699450470679
41,0.9906873842354386,0.5967221521097287,0.6413893717458081
42,0.6673183782671326,0.5760375682880546,0.7024417001853853
43,1.2132125951841932,0.5918704351266958,0.6750836179227094
44,0.30561844000823185,0.5869470114419174,0.6907044388617298
45,0.6675756328462641,0.5708098200967177,0.696957051897761
46,0.24876517802016854,0.5742504774306021,0.6819241187055065
47,0.3521815188310349,0.5720371877668354,0.6754942581605655
48,0.13210022638402952,0.5689369792225051,0.7113763085380785
49,2.4963984358921567,0.5900729811155585,0.6536097487425457
50,0.30626157645606067,0.591928143668781,0.6687352063470922
51,0.7217277217534466,0.6038290177694486,0.6522949238919717
52,0.1360876723605679,0.5973870872712869,0.667806728518213
53,2.5697159909446365,0.588233035916549,0.6454259664965769
54,0.5766361391232759,0.5797141623452515,0.7179120325324648
55,0.36543012965630756,0.588032230058449,0.6850616623517918
56,2.0501903683885554,0.5913939558339883,0.6391009992892933
57,0.07383206421074288,0.5640106655950872,0.709207138568169
58,0.1809785964190161,0.5709734381538183,0.7173455074558128
59,0.5839678946285238,0.5827826718312539,0.6701105419207715
60,0.07627598271249221,0.5570181107133704,0.6830625448949917
61,0.17660526857378045,0.5486356966210882,0.6610227771687107
62,0.8122813336077375,0.5565944631845439,0.6558627121186064
63,0.5296871784317756,0.5568114346592841,0.6485281819050503
64,0.24169067709405206,0.5493354917157368,0.6509499043118302
65,0.7673904095492893,0.5603103649771748,0.6651394465637503
66,0.11962337929615137,0.545063072765887,0.6505663059402177
67,0.40530458942169134,0.564210771545204,0.6773434933452988
68,0.6365764560609173,0.5713027133605114,0.6695072940706175
69,1.1836283185840697,0.5674179079672005,0.6652436527388814
70,0.3903838238320639,0.5432075263921583,0.6748423834567744
71,0.89884749948549,0.5752186082148751,0.6634282097816225
72,0.23178637579748898,0.5493316986660227,0.6733142148543069
73,0.3655587569458733,0.5456106717407415,0.6569888502253752
74,0.06096933525416747,0.5564900640066871,0.6658376036843582
75,2.356066062975919,0.5634077964672498,0.6452228089185194
76,1.024902243259929,0.5773763116381817,0.6528833775372805
77,0.09466968512039506,0.5474100900097658,0.6716689860954523
78,0.18072134183988459,0.551703348155369,0.6727463356632792
79,0.2932702202099195,0.5633042778187917,0.684162247455391
80,0.447880222267956,0.5605788361328599,0.6724000865957066
81,0.2258695204774643,0.5565272042851418,0.69567666601585
82,0.6480242848322695,0.6514630166135731,0.6065235134718246
83,0.9261164848734299,0.6426820387914689,0.5791451801254602
84,0.973708582012759,0.6478843193632935,0.5830103480380798
85,0.3231117513891744,0.6660358233059863,0.6054276509372691
86,1.2821568223914375,0.6293790458016933,0.5943405262004549
87,0.43501749331138057,0.6296246909260612,0.5846615995743207
88,1.4404970158468808,0.6478254593596885,0.5925809455139578
89,1.5637219592508733,0.6520187425475453,0.5749715772945513
90,0.18522329697468598,0.6317988083204544,0.6089961667477514
91,1.262476847087877,0.664510502812181,0.5854326565540666
92,3.153040749125332,0.639873287707926,0.6010548720287903
93,2.4185789257048755,0.5762469310856893,0.5967163704036698
94,0.2802788639637783,0.5952305578871775,0.5582924250209838
95,2.6156359333196106,0.5926774064534561,0.5760730381825776
96,0.11537867874048148,0.6085386534319254,0.5419630586809039
97,1.0894731426219377,0.5815447933967731,0.6022394189497808
98,0.968949372298826,0.5770381288402551,0.5840223565344959
99,0.6547129038896886,0.5878314242003491,0.5830328222946256
100,1.7305515538176564,0.6161631574892902,0.5552220616163857
101,0.7528555258283591,0.582959748550961,0.594979304395043
102,0.23757460382794793,0.6025798400634719,0.549012739819135
103,2.296897509775672,0.5849768607803857,0.5897113952505799
104,2.8030458942169147,0.6090357009882632,0.5628175923236713
105,0.7172257666186451,0.5912888629419181,0.5926131410990996
106,0.8113809425807772,0.5960164190860623,0.588145028496258
107,1.1087672360568008,0.6311372598104263,0.5726951897608141
108,1.8402706318172448,0.5956273732829824,0.5997895228796747
109,1.4093692117719683,0.6139302704019995,0.5730341629899376
110,1.8006534266309924,0.6025081333617266,0.5800084583575625
111,0.6125231529121213,0.6206678330011233,0.5799752724499624
112,1.8567349248816611,0.6236520825970387,0.5682486419347123
113,0.7924727310146114,0.6119761047356939,0.5795799923155043
114,0.6614015229471079,0.598579143454777,0.6050608274154154
115,1.6699681004321862,0.5878104043831811,0.6079557218493916
116,0.8252726898538787,0.6275213545486619,0.6272781660212022
117,0.4674315702819506,0.6436324460993975,0.6195614926037222
118,0.7261010495986822,0.6095205340214134,0.6496299863743399
119,1.5260341634081074,0.6341777356874261,0.6201556254451542
120,0.5617153735336484,0.6330692993533978,0.6302962242316107
121,0.424855937435686,0.6302499119540017,0.6452574499938081
122,0.2540388968923645,0.6485989028362927,0.6404614193941573
123,0.12862728956575414,0.6421075272257818,0.6432673869137416
124,2.183448240378677,0.6193266234460113,0.6450843456706807
125,0.6352901831652598,0.6562570927875525,0.6193526760402053
126,3.619700555669888,0.597332742803056,0.6310995576391439
127,1.0871578514097542,0.6131723603670818,0.5915846002808751
